Pearson Correlation Coefficient,Spearman Correlation Coefficient,Kendall Correlation Coefficient,Partial Correlation Coefficient,Anderson-Darling Test,Shapiro-Wilk Test of Normality,Kolmogorov-Smirnov Test for Normality,Lilliefors Test,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test for Uniform distribution,Kolmogorov-Smirnov Test for Gamma distribution,Kolmogorov-Smirnov Test for Exponential distribution,Chi-square Independence Test,Fisher Exact Test,Mantel-Haenszel Test,Mean,Median,Mode,Range,Quartile,Standard Deviation,Skewness,Kurtosis,Mood Variance Test,Levene Test,Bartlett Test,F-Test for Variance
-9.74598885,-8.86249638,-9.45637703,-15.1822271,-9.52164364,-9.76956654,-9.54977036,-8.95679188,-10.1952,-16.0349312,-13.4456167,-12.607564,-18.5595074,-13.0406256,-14.7656918,-14.177247,-12.2743797,-15.7586012,-6.56362152,-8.98163509,-8.69602108,-9.19754124,-6.99585199,10.6516829,9.79211044,3.62841129,3.84228611
-11.9816465,-11.0920963,-10.4525223,-17.1630325,10.5137749,-4.84751606,10.4850674,8.93654823,-7.52603531,-6.63775253,-9.7576046,-7.06501293,-10.4129047,-7.37914133,-23.263546,-12.8765965,-10.8531685,-10.4769516,-12.2393675,-9.18705368,-13.9495134,-8.15867233,-5.05928326,-16.0292454,-15.242835,-12.7691965,-12.4389391
-3.33390141,-3.26549792,-2.95277596,-8.80267906,-10.3888321,-13.4495859,-10.5398636,-9.53017807,-5.49487352,-10.6410246,-11.0833807,-10.1875858,5.17748737,-0.289328367,-6.78744602,-12.3863239,-13.5321913,-7.71558285,-9.43932629,-11.4837351,-19.1212883,-10.1612644,-7.31610775,-10.4189768,-9.95871258,-11.4032564,-11.0109291
-16.1127491,-15.5341148,-11.2816057,-16.9705906,-7.01178503,-15.1352167,-6.99549437,-7.71096897,-24.8385811,-18.2568626,-13.3324022,-11.22295,-22.054163,-15.6719723,-24.1502743,10.3008194,-6.30727959,-8.8505106,-9.55756378,-14.8061666,-8.63531208,-12.1970205,-12.5859747,-19.1230202,-18.8196678,-17.3821926,-16.7443027
-11.2919197,-10.6125135,-11.9750595,-15.0921984,-9.891469,-15.8293352,-10.0760889,-9.50320244,-10.9416466,-15.8221588,-13.4069061,-12.575407,-15.397253,-12.6825771,-9.47618771,-12.4836006,-16.7465763,-14.6995344,-13.6364126,-10.7109222,-6.36103296,-15.553318,-12.1228743,12.5213394,11.6673822,-4.73276234,-4.3128252
-2.38897371,-1.91956782,-2.21465564,-7.88819647,-11.717308,-14.2978306,-11.7614737,-10.3905354,-5.3320384,-9.71997166,-11.2328119,-11.2060337,5.92820454,-2.07812428,-6.09469891,-11.8772802,-14.1256018,-8.57684422,-11.6586714,-12.519208,-18.4217052,-11.1393557,-9.16161442,-7.70702505,-7.22768927,-8.12662697,-7.86056232
-12.348155,-11.7763252,-8.26919746,-14.6166906,11.5423985,6.6738615,11.6791887,-0.187827796,-16.447588,-9.06070995,-10.0665684,-8.45106411,-8.06716919,-6.08213949,-24.8121815,-7.02991152,-8.45625305,-8.47485924,-8.47999859,-8.85273361,-10.2243385,-8.413167,-4.79724503,-10.4217119,-10.1695204,-4.55192709,-4.07312727
-3.45517635,-3.36359239,-4.39763594,-8.41767025,-6.06598473,-10.3439703,-6.28530741,-5.52678871,5.09302473,-6.98051977,-11.7815399,-9.75916481,-7.10272789,-9.29469395,-10.5951004,-11.0417948,-13.1352234,-11.5979099,-12.0355749,-10.3419962,-18.100235,-10.2986984,-9.67713451,-6.10945177,-5.69591093,-6.90050316,-6.81155443
-2.74141026,-2.53167725,-2.96077299,-6.97007561,-7.32533932,-12.6626253,-7.38345432,-7.05108929,1.0702368,-12.7936583,-12.4511175,-11.5879412,-6.79574966,-7.36091232,-6.01053762,-9.63644218,-12.1565752,-11.7413616,-11.1722584,-9.62355042,-15.9861498,-10.72789,-7.92875242,2.54475141,2.18198013,-5.78087854,-5.52981329
-2.34751415,-1.92803955,10.9607506,-4.55927229,-11.300024,-11.6097984,-11.0681887,-13.4348602,-8.6215601,-16.6551762,-10.984726,-10.2101269,-7.17354918,-6.99547815,-14.7582617,-9.31947422,-12.1991892,-10.9043436,-7.17942095,-14.0899954,-16.2872143,-8.82488728,-5.01483917,-8.23573112,-7.91590929,-6.56119013,-6.14998055
-18.6015205,-17.2711525,-16.380579,-12.0340443,-5.29573345,-5.38192797,-5.13830805,-6.89945126,-5.21791983,-10.6804161,-10.9247246,-13.0937853,-14.5866137,-13.3260756,-17.4396648,-10.2900581,-7.89899826,-7.61792183,-5.5250845,4.41143179,-16.6569443,-6.99885941,-2.20718527,-15.5816326,-15.0132675,-16.4472809,-15.7760639
-8.5283308,-8.03470898,-10.9931669,-15.2755823,-12.7541809,-16.9679165,-12.8088694,-10.4371252,-9.45291615,-5.5132041,-12.5831947,-10.7627411,-9.54725266,-7.13019562,-10.1308556,-14.0387621,-16.7599239,-12.3283529,-13.6731024,-9.85166073,-11.1372194,-14.1049204,-12.1027899,7.12467051,6.7873764,-3.73931289,-3.44996619
-7.15027714,-6.59445763,-7.79716158,-7.55448246,-10.5778542,-9.80445576,-10.7123795,-10.7133617,-5.30357456,-12.4804935,-11.6241951,-12.5645123,-5.51249743,-4.23731565,7.23679018,-12.5460634,-14.1359138,-10.0268831,-11.8441,-9.18432331,-15.8145647,-12.5024481,-11.4083834,-5.89829588,-5.56355619,-7.59808493,-7.17153835
-5.58900452,-4.99377584,-4.83660078,-6.24662209,-8.68365192,-11.1220093,-8.3872757,-7.44896841,6.35951185,-9.76702309,-10.7839537,-9.58503437,-7.42579699,-7.42897654,-10.9182243,-10.3988266,-10.4348011,-10.7654409,-9.37840652,-8.87712288,-16.8363075,-7.64321327,-6.65237713,-4.83030176,-4.69134855,-6.8277688,-6.43944168
-5.79989624,-5.10498762,-5.65771627,12.6957169,-13.078826,-17.5931931,-13.212348,-8.32284069,-9.56943321,-15.775856,-10.2899008,-9.11436272,-15.27178,-14.7958393,-4.7065711,-10.014554,-12.2495394,-12.6625414,-11.5533886,-13.0448341,-16.4380989,-11.2877703,-9.35903645,-11.3881817,-10.8892565,-14.7207203,-14.3804646
-15.7417583,-14.8574743,-13.5040293,-19.4721031,-12.3603573,-12.6191635,-12.2741127,-13.6712475,-18.7114353,-11.7558308,-10.1862116,-9.72242069,-16.6590252,-9.41835594,-25.998848,-8.37892342,-6.66526937,-7.92241478,12.3391457,-8.25716591,-12.6940022,-9.70335579,-8.58352184,-15.0999746,-14.9433117,-16.2214642,-15.6191473
-0.909132421,-0.693535566,-1.70051146,-6.02775192,-9.96294403,-15.3889208,-10.0464201,-7.34986734,-4.74304485,-13.8403463,-10.0530319,-10.0313759,-8.89831543,-12.5151453,-10.6271544,-11.9218369,-12.722496,-12.0643082,-9.61489105,-10.8843288,-10.504734,-8.42000198,-7.10911751,4.38571167,4.02596807,-8.01267433,-7.7150507
6.46685696,6.0842824,10.0408478,-4.59507942,-12.6735954,-19.4383316,-12.3807716,-8.76098442,-10.7376528,-16.6234703,-10.528738,-9.50504875,-11.4346256,-7.12927341,-14.9218073,-10.8121014,-14.2452068,-13.8403778,-13.734623,-17.0598335,-17.7057858,-10.948123,-12.6236982,-7.1319623,-6.7861414,-10.1600657,-9.41802311
5.63807392,5.30971575,5.8548789,-3.99198413,-11.5353594,-16.074585,-11.2938709,-9.29364586,-5.63638067,-15.5261307,-10.9520369,-9.8601017,-2.85102677,-4.84560776,-10.8111525,-10.7410402,-12.5729818,-12.2390385,-9.68724251,-13.8909292,-17.7681122,-9.59230423,-9.71338463,-5.79738188,-5.59412336,-11.3559132,-11.0057449
-2.56049275,-2.29024768,-2.47234583,-12.463562,-9.74887276,-7.14778948,-9.73374176,-15.369175,-2.26457381,-12.072731,-11.015007,-9.79180813,-8.45625401,-8.10231495,-10.5287743,-9.91026211,-11.5776014,-11.1706409,-11.8741283,-12.698988,-15.5830069,-9.42809296,-10.9621592,6.91412115,6.36277342,5.25325012,5.4583993
-13.4244127,-12.4536762,-13.1329403,-12.8211031,-14.7762156,-19.3397636,-14.4992466,-10.8513041,-19.120533,-16.5795975,-7.63035154,-6.94121885,-23.3719425,-15.4090786,-21.2763748,-10.6291647,-7.14082813,-10.2211332,-10.4479418,-9.8103857,-8.5322237,-5.96272516,8.22990322,-14.2856655,-14.0965834,-16.1543388,-15.3286457
-23.679739,-22.543478,-17.8054943,-14.3109217,-10.8923702,-14.8414774,-10.8367996,-10.521946,-20.055706,-15.6385431,-12.7362843,-11.3601484,-27.0090561,-18.0656223,-22.8108082,-4.50192404,6.14574528,-6.20060205,-9.18206882,-7.69879436,-14.232296,-9.36183357,-11.302763,-25.4995098,-24.9215698,-21.6521797,-20.7517147
-7.4496665,-7.18059444,-7.10119295,-12.2912188,-5.12006283,-13.5612268,-4.84497261,-1.95726597,-7.46313572,-5.04931831,-5.39798689,6.39486551,-7.88883877,-4.73250818,-20.8736763,-12.4349079,-10.3313885,-9.33939171,-11.8053312,-12.7883759,-14.4974756,-9.17546654,-2.02068067,-15.3546991,-14.6395121,-17.0589828,-16.6619854
-12.1750803,-11.8106632,-10.898222,-9.28743935,-11.8874245,-7.00861883,-11.6633024,-15.506093,-6.3787384,-4.97645569,10.3344736,-3.23917651,-9.24722767,-5.15790749,-21.7033367,-12.924263,-11.2479439,-9.52117252,-14.5340061,-11.8774357,-13.3360939,-14.0149574,-8.22502232,-15.892683,-15.1890612,-10.8092022,-10.2168722
-2.50021911,-2.19801974,-2.02183962,-6.87653542,-12.6784935,-13.6476746,-12.6817169,-11.8275957,-2.93824077,-10.5479136,-10.4153099,-10.1234341,5.31144428,-5.36434841,-6.36776686,-11.4688797,-13.9201555,-7.76095867,-10.1270638,-11.4432726,-18.2134933,-10.35285,-8.80223083,-9.13627338,-8.78704929,-10.7377434,-10.4801083
-11.5965633,-10.8147392,-12.0755148,-5.39917421,-15.0804634,-17.6383724,-14.6631947,-11.1827593,-5.89600849,-13.6867228,-10.9769163,-11.263339,-4.40583372,-4.00756216,7.2856679,-12.2170238,-13.81359,-8.94174004,-13.1106997,-11.0967436,-20.2262688,-11.3930197,-13.1639986,-11.0546904,-10.6926613,-13.9421148,-13.7187376
-8.85173988,-8.5537672,-8.43130779,-15.5044594,-9.18429565,-6.31710529,-9.39618492,-16.6122284,-13.2972775,-14.5880823,-12.2273846,-12.4331455,-13.7948093,-12.4176302,-9.76669025,-12.0708256,-16.0695171,-13.2646246,-11.9847708,-10.9428825,-7.14524174,-13.5090389,-10.1330242,13.2144079,12.5285006,8.75718403,8.72541142
-17.4594173,-16.7901974,-11.5873289,-16.9517708,-9.86757565,-9.40803814,-9.97028732,-17.8521099,-27.2357979,-18.1651115,-13.8017435,-10.2719526,-21.4590378,-13.8884563,-26.3378315,8.36690617,-5.67980671,-8.52027893,-5.15519333,-12.8960476,-8.70863819,-9.34503174,-14.532299,-17.1024647,-16.7260303,-8.86365223,-8.31656837
-4.14493465,-3.55034971,-5.1683898,12.0618267,-9.06851482,-14.9916754,-8.52793407,-3.66222835,-9.89418793,-16.7832794,-9.90764141,-8.16887093,-21.9196262,-16.440321,-10.4640369,-7.29018927,-7.86207867,-12.7802086,-11.5879736,-11.0291538,-13.4777203,-8.59313488,-9.3869257,-6.63486671,-6.35588884,-9.89657307,-9.68015194
-6.37433958,-6.24205732,-6.16897249,-15.2029829,7.18739319,-2.80962205,7.23313904,4.59578133,-4.45717621,-6.65838194,-5.29699183,-7.22323608,-6.53406811,-7.02049017,-22.703392,-12.9811792,-11.4206553,-9.10669231,-11.4595947,-8.87300777,-13.6938009,-8.20556545,-4.84743214,-13.6713123,-13.0038424,-11.505867,-11.1160336
-18.046833,-16.2554016,-14.3486538,-15.0924006,7.72936869,-5.34261036,7.85234308,7.35562849,-4.90044785,-8.73317432,-10.3440514,-9.26920033,-11.1402979,-10.2366352,-27.5610905,-13.3916111,-12.1497803,-7.47830868,-13.5450621,-6.27065468,-16.3775101,-8.4006176,-5.87744093,-18.6670494,-18.186306,-14.472662,-13.7401724
-4.10379314,-3.94846439,-4.35327625,-9.23832703,-8.69548988,-14.5234613,-8.86271858,-7.61317539,-6.99194527,-10.0321932,-11.3348045,-8.81153107,10.3172531,-0.335609645,-7.28259754,-12.4844437,-14.6262426,-8.40829659,-12.4013853,-12.7891817,-18.7934341,-11.8683348,-10.0494947,-8.9462719,-8.98160076,-9.6426506,-9.39046669
-9.44251442,-8.92476463,-10.6945343,-4.10721493,-12.8624229,-16.9430714,-12.8408718,-9.13203621,-5.69445372,-14.3351135,-11.690609,-11.4780312,-4.05081558,-2.39157438,5.35974407,-12.47048,-14.1021423,-8.66393757,-13.1370869,-10.4980402,-19.3976231,-11.4933386,-10.658886,-11.1458683,-10.7852812,-14.2976217,-13.9259167
-11.0631113,-10.5341787,-7.43614912,-18.6869621,11.0668411,-2.81855965,11.1206064,6.03903198,-10.5000124,-6.29022837,-8.58847618,-7.4425478,-8.8995266,-7.45962906,-25.9808273,-10.4300709,-12.4675407,-10.3200541,-13.8810949,-11.4865036,-13.2514496,-11.6570559,-8.27581024,-17.5439053,-16.7572575,-9.12058449,-8.88738728
-6.39762068,-6.08273602,-5.95367289,-14.7925987,-9.27095318,-12.8711176,-9.29743576,-8.70956516,-10.1543798,-15.5197248,-13.2201443,-12.252409,-15.6173401,-11.3148546,-10.903161,-11.4703636,-12.5280275,-15.6248665,-6.92702913,-9.7515564,-9.90175819,-9.49420547,-9.47872543,9.25707722,8.84800816,-1.14932132,-1.02914095
3.96009207,3.75232363,5.16176081,-2.78830051,-13.4338646,-18.2598648,-13.1469288,-11.3830318,-4.80754948,-16.5062466,-9.77173138,-9.57845592,-4.8914547,-6.28342915,-10.9835873,-10.7562551,-12.3397961,-12.5697184,-12.2328539,-15.561883,-17.333086,-9.44190598,-9.52310276,-7.29344416,-7.46836996,-8.0668745,-7.50002003
-7.41487551,-6.95444489,-6.91570377,-13.2299862,-7.6043849,-6.09134579,-7.53191519,-13.3791904,-5.06964779,-12.4892645,-12.128067,-10.2347164,-12.560092,-10.068162,-11.388567,-8.30974197,-11.9640703,-12.290575,-12.1251545,-11.1749287,-14.0018778,-11.1090155,-11.1709385,9.08703327,8.50595093,5.58214521,5.70616627
-1.11638665,-0.67275852,-0.794071376,-8.56156445,-13.5033197,-17.5408802,-13.4843597,-11.3308315,-7.82775545,-13.7039309,-10.3025484,-9.52671814,4.76722383,-2.13999033,-6.2256012,-12.2504253,-13.4676323,-10.3698425,-10.8200331,-14.9725027,-17.5654984,-9.42163658,-9.72927284,-5.98092937,-5.91581392,-7.94471788,-7.51727533
-7.68662691,-7.28545189,-7.28230715,-16.4963818,8.31125259,-3.8192029,8.36531258,7.03295135,-7.96901989,-6.82283688,-9.23483753,-7.26240492,-8.66963959,-7.42724466,-22.5089703,-12.8306236,-10.9852562,-10.6698265,-10.7544117,-9.81271553,-13.4208994,-8.38586712,-6.86408615,-14.2555714,-13.616703,-10.6485806,-10.2028761
-5.46101665,-5.30036545,-6.72521114,-11.2604332,-8.1675663,-17.4697895,-8.05043316,-4.18290091,-6.10966444,-12.9194889,-6.84871006,-10.579607,-12.9426136,-10.4837427,-10.1618891,-9.77713966,-13.3517876,-13.030057,-13.5606632,-11.6497946,-9.16779709,-11.8425913,-11.7001257,7.55276012,7.06358051,-5.31122971,-5.18781185
-13.3620291,-12.8012247,-12.8798943,-16.3831329,-15.4308805,-19.1418858,-15.571413,-13.7846489,-23.819828,-16.8379116,-9.25813675,-8.45936012,-23.6681232,-16.5908699,-21.2286129,-12.7405643,-7.8732338,-10.177475,-11.8517876,-10.3605022,-5.61538696,-8.40290451,9.03215981,-14.9140472,-14.9345827,-14.9757757,-14.0674105
-4.4937005,-3.84017706,-3.96615553,-7.13623095,6.79948235,-6.15335083,6.75229692,7.26717758,-11.5794926,-8.11934376,-10.2286205,-8.88542461,-6.07186794,-8.73195362,-20.1670952,-7.09570265,-8.03616905,-9.22714806,-6.26449633,-10.5990715,-11.2674904,-6.15683937,-3.86698532,-9.09417534,-8.75962734,-12.68466,-12.2654686
-2.31876254,-2.02777457,-1.77440715,-10.1507168,-11.0851746,-7.20967484,-10.8953104,-16.9952316,-2.08118916,-12.4095001,-10.5864449,-9.67498207,-5.67000437,-6.54719067,-10.2979994,-8.801301,-12.0700674,-10.1334553,-10.8245316,-11.9456863,-17.4756145,-9.52325058,-9.68857098,3.0328722,2.91440606,4.58789158,4.59053946
-20.1647644,-19.587038,-18.4446259,-16.1018295,-12.0190849,-19.329298,-12.0307999,-9.83908272,-19.662714,-19.2106628,-12.4103909,-12.253932,-28.6668892,-19.1066437,-23.2505875,-10.7584848,12.4297342,-5.99348974,-15.8100576,-9.18993092,-12.7286463,-10.773531,-14.8584623,-27.5695705,-27.0080814,-25.1729908,-24.5436726
-4.26413441,-3.97403479,-6.05646515,-7.53991508,-8.21867657,-14.1077824,-8.18094158,-5.62224674,7.12466145,-8.62770939,-10.0827141,-9.81604671,-6.35525036,-8.74564266,-10.8341131,-10.6778498,-12.4335098,-11.0178261,-12.8133593,-9.01044369,-17.260313,-10.4264593,-8.02934074,-2.65197396,-2.5081811,-8.87638569,-8.52239323
-0.712737799,-0.506214797,7.82186174,-7.95989561,-10.5430546,-12.7226505,-10.546587,-11.8922987,-9.44121075,-16.3412533,-10.1373997,-8.69088268,-4.09961224,-3.68722463,-13.1946926,-10.1157064,-12.5509377,-12.7325621,-10.5384274,-15.3339062,-15.2887487,-8.28861427,-10.9597178,-3.84360433,-4.03200006,-2.90603518,-2.65473247
-6.40949249,-6.16855288,-6.89691591,-12.384306,-7.6926713,-7.05071878,-7.66948605,-13.2064085,-4.6149826,-11.930728,-11.7386093,-9.86864948,-11.3609066,-9.92563343,-12.5922556,-8.14480686,-11.549118,-12.670187,-12.5671701,-10.9946318,-14.4314499,-10.9109221,-11.2395544,8.49800682,7.99261904,5.39166212,5.47361374
-6.82500029,-6.4416523,-6.75625658,-15.5460577,6.67569828,-5.90700912,6.59807396,6.63344622,-6.00106716,-7.50271177,-9.64305687,-6.60938692,-8.53508949,-7.61166668,-21.7287636,-13.6266756,-12.0149698,-10.2883663,-11.2776394,-9.91446018,-14.0500698,-8.66773415,-6.09988356,-12.4379835,-11.9620876,-12.5694065,-12.3039074
-30.8616028,-28.9948921,-25.8701229,-25.3474083,-14.8207378,-15.0497894,-13.9845171,-12.8294296,-21.5863819,-13.3065596,-12.1784582,-10.275897,-18.0458603,-12.3457069,-23.1356983,-8.20674133,-5.89768362,9.11694336,-11.338891,-12.3331594,-15.1772594,-12.9265862,-8.56085205,-32.8226585,-31.9336166,-27.4834633,-26.2813053
-0.00504280301,0.397118121,-0.543510556,-7.05633783,-11.7888784,-18.0963421,-11.8598928,-9.49596119,-7.29325676,-13.2795649,-10.6544743,-9.51914406,6.64640522,-1.55510998,-6.68874598,-12.2290659,-12.6295671,-10.6916704,-11.4570026,-15.4868269,-16.8840694,-9.16213608,-9.19689465,-6.40215588,-6.56398773,-7.63336611,-7.4063282
-27.2927647,-26.0971889,-21.8687572,-13.7992439,-12.9029875,-15.1638184,-12.7738409,-12.718009,-15.9777184,-14.9909534,-13.7670116,-16.6153412,-24.6223545,-19.1055832,-20.560379,-15.5986891,-5.85041475,-10.0185356,-7.45390701,14.1601171,-17.1157608,-10.9391203,-11.9886742,-23.7575912,-23.1295567,-23.6282043,-23.047739
-23.3979454,-22.2698936,-22.1556664,-19.9750118,-13.6832504,-16.797369,-13.657938,-11.3259468,-20.6188641,-9.83154583,-11.4685001,-10.7613134,-11.9837055,-13.5514059,-25.6215935,-9.49865341,-3.18038988,6.11151743,-9.72219944,-10.8869801,-13.2500372,-8.31227589,-6.12186527,-29.5484829,-28.9424629,-27.6887608,-26.5813446
-9.34855366,-8.79882812,-10.0026131,-8.90735912,-11.4225578,-12.941556,-11.4358702,-7.99351978,14.1568136,-6.56647301,-8.60277367,-9.19449902,-8.83278942,-6.31985474,-14.7341566,-12.1545734,-10.4819126,-10.0224934,-9.74616432,-5.35606337,-19.2321568,-9.80012608,-6.80053091,-10.3972282,-9.66221714,-14.6401176,-14.3963242
-3.8023634,-3.26498842,-4.78414917,-5.02373171,-13.3157806,-18.2455235,-13.0166845,-9.31638622,-8.54735756,-13.5097389,-10.0364161,-10.563303,-3.36105537,-2.88449788,3.53350282,-10.5025673,-13.3904266,-12.3910551,-14.3833036,-14.9342585,-18.2763824,-10.9030237,-13.5714655,-4.82728672,-5.1820116,-6.90221167,-6.44006395
-5.59452152,-5.10157108,-5.18472481,-9.87292671,-11.543334,-7.82046318,-11.4352226,-16.0667801,4.85006523,-10.0143251,-10.8611879,-10.3746824,-5.62225008,-7.32187462,-13.7622986,-10.4990063,-11.1414528,-9.82442188,-10.1525679,-11.605691,-18.4492016,-9.45034695,-6.77484655,-1.4883467,-1.43112504,0.997466683,1.23561919
-2.25641561,-1.94721162,-2.00074053,-10.5582333,-9.69061089,-14.5708952,-9.5208683,-8.37438011,-5.80261278,-13.9422045,-12.6959505,-11.3230934,-13.1886549,-13.1062984,-12.8990183,-10.0022573,-12.7534122,-13.4211769,-8.46628952,-10.6579523,-12.0103893,-8.5908165,-6.16541815,6.53896379,6.19424248,-4.289186,-4.11206961
-9.268013,-8.70035648,-10.5780573,-3.76714563,-15.3967476,-16.442522,-15.4227257,-12.2760201,-5.67710876,-11.1293449,-11.4652157,-11.6308661,-4.20175934,-6.33744717,4.45860338,-13.5741167,-14.6894865,-10.5005302,-14.600606,-11.4361458,-20.1405754,-13.073329,-13.2661018,-11.5024128,-10.8917294,-11.8677235,-11.6134596
-2.82174444,-2.34295535,-2.89961362,-10.5961466,-12.6968575,-13.8020687,-12.4801054,-10.5256157,-5.41978836,-10.9335375,-10.220089,-10.5152102,6.28470516,6.29330778,-3.44011331,-11.3118935,-14.1598806,-8.73213959,-10.2974958,-11.7316217,-19.3134842,-11.9062643,-10.21558,-9.74646187,-9.23788929,-10.2004519,-9.56204224
-21.8698616,-21.0781765,-20.6440868,-12.1491547,-7.27139282,-13.4454985,-7.16120481,-6.23296595,-15.727335,-14.3224983,-12.0863161,-11.9273243,-23.9101925,-20.0765514,-22.1600018,-7.67837811,8.647686,-6.95605373,-10.412838,-5.01072311,-14.9932594,-8.52812576,-10.1585045,-22.8292294,-22.368412,-20.9727936,-20.3290062
-19.9640923,-18.324295,-16.9340057,-19.6941376,-12.35077,-7.2890873,-12.34519,-14.9329796,-21.7597713,-13.6978712,-10.4178782,-11.6543055,-18.61306,-10.9630814,-25.5747166,-10.3485193,-7.44493866,-9.94284821,11.4395418,-8.17631912,-11.5760946,-11.3418303,-9.27124596,-12.1037083,-12.4580994,-12.8545198,-12.261364
4.84645605,4.61061192,4.6787281,-3.32157803,-10.1613693,-13.8676014,-10.388588,-8.99505234,-5.2205143,-13.332305,-11.1662607,-10.2546825,-6.71638298,-8.8414669,-11.594039,-9.86412716,-11.8421516,-10.9069433,-8.34166622,-11.8755608,-15.7586555,-7.40024996,-7.01843119,-2.58594847,-2.46231079,-9.68653393,-9.22568226
1.21654832,1.38007212,0.463972867,4.94968796,-13.548666,-16.4417419,-13.6525106,-10.8948336,-4.93927288,-11.2521095,-11.3480911,-11.1703072,-8.07717228,-11.3971338,-9.04454803,-11.8207397,-13.5570507,-11.0779696,-10.8809738,-13.0185499,-17.7688847,-9.70964336,-7.78128624,-9.76467896,-9.58236504,-10.0551805,-9.83114719
